Keyword,Subindustry,industry,sector
Air conditioning store,Air Conditioning Equipment & Systems,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
Air conditioning system supplier,Air Conditioning Equipment & Systems,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
Air Conditioning Systems,Air Conditioning Equipment & Systems,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
Air Purification Systems,Air Conditioning Equipment & Systems,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
HVAC - Air Conditioning Heating Ventilation,Air Conditioning Equipment & Systems,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
Air Cargo Services,Air Freight,Freight and Package Transportation,"Transportation, Logistics, Supply Chain and Storage"
Air duct cleaning service,Air Hygiene,Facilities Services,Administrative and Support Services
Pollution Control,Air Pollution Control Systems,Environmental Quality Programs,Government Administration
Air filter supplier,Air Purification Equipment,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing
Valves Air Gas Hydraulic Steam and Water,Air Tightness Testing And Water Penetration,Building Construction,Construction
Air Tightness Testing,Air Tightness Testing And Water Penetration,Building Construction,Construction
Aircraft Charter Renting and Leasing,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aircraft rental agency,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aircraft Rental Leasing And Charter Services,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aircraft rental service,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Helicopter charter rental & leasing,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Anbieter von Hubschraubertouren,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Helicopter charter rental,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Luxury Charter,Aircraft Charter & Rental Service,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aerial Manufacturers,Aircraft Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aircraft supply store,Aircraft Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aircraft supply store in Dunfermline,Aircraft Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airplane,Aircraft Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airline and Airport Services,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airport  Business Aviation Service/Aviation,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Aviation Services,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airlines,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airline,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Wedding Fares,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
airlines or aviation,Airline Services,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airline ticket agency,Airline Ticket Agencies,Travel Arrangements,Administrative and Support Services
Ticket Agents,Airline Ticket Agencies,Travel Arrangements,Administrative and Support Services
Star Travel,Airline Ticket Agencies,Travel Arrangements,Administrative and Support Services
Airport parking lot,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport shuttle service,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport shuttle service in Earley,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport shuttle service in Leicester,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport shuttle service in Liverpool,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport shuttle service provider,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport Transfer Services,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport Transportation,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport Transportation and Transfer Services,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport Transfer & Transportation Services,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Airport Cars,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Wedding transport service,Airport Transfers,Ground Passenger Transportation,"Transportation, Logistics, Supply Chain and Storage"
Aerodrome,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Air station,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airfield,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airfield in England,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airport,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airport in Baginton,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Airstrip,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Fixed-base operator,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Flight and Airport Enquiry Lines,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Heliport,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
International airport,Airports,Airlines and Aviation,"Transportation, Logistics, Supply Chain and Storage"
Manufacture and supply of Alloys,Alloys,Primary Metal Manufacturing,Manufacturing
Alternative Medical Treatment,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternative Medical Treatments And Therapies,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternativmediziner,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Animal Assisted Therapies,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Arzt fr ganzheitliche Medizin,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Massage Parlours,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Massage therapist,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Thai massage therapist,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Kinesiologist,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Craniosacral therapy,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Lymph drainage therapist,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Reiki therapist,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Nanda Massage & Physiotherapy,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Thai massage,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Masseurs,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Therapeutic Massage,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Naturopathic practitioner,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternative Medical Treatments,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Hebe Massage,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Massage,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Healing therapies,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternative medicine practitioner i,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Therapies,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternatieve genezer,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Massagetherapeut,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Therapy,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Natural Therapy,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Alternative Medical,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Best Massage Therapists,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
Body Massage,Alternative Medicine Massages,Personal and Laundry Services,Consumer Services
